hotelid,360,350,340,330,320,310,300,290,280,270,260,250,220,210,200,190,180,170,160,150,140,110,100,90,80,76,72,70,68,60,54,52,50,48,46,44,42,36,30,28,27,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0
35,263.0,263.0,263.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,127.0,149.0,127.0,117.0,117.0,124.0,124.0,124.0,124.0,124.0,127.0,135.0,,135.0,135.0,,135.0,135.0,135.0,135.0,144.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,144.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,95.0,169.0,101.0,101.0,169.0,154.0,144.0
37,100.0,100.0,100.0,100.0,100.0,100.0,100.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,,,,,,,,,,,,,,,,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0
38,152.0,152.0,152.0,152.0,152.0,152.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,152.0,137.0,137.0,111.0,111.0,111.0,111.0,111.0,,111.0,111.0,,111.0,111.0,116.0,167.0,167.0,167.0,167.0,167.0,167.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,191.0,191.0,191.0,212.0,212.0,212.0,212.0,212.0,212.0,172.0,172.0,172.0,172.0,172.0,172.0
39,,110.0,110.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,159.0,152.0,135.0,135.0,135.0,135.0,,135.0,135.0,135.0,,,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,179.0,179.0,179.0
40,,,,,,,,,,,,,,,,,,,111.0,135.0,108.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,102.0,116.0,107.0,107.0,107.0,107.0,120.0,131.0,131.0,120.0,131.0,120.0,131.0,119.0,131.0,120.0,120.0,119.0,119.0,132.0,,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,136.0,126.0,131.0,126.0,114.0,114.0
41,50.0,50.0,88.0,,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,98.0,88.0,98.0,98.0,98.0,98.0,,98.0,98.0,96.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,74.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,74.0,74.0,112.0,102.0,102.0,102.0,102.0,88.0,88.0
42,108.0,108.0,108.0,108.0,115.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,135.0,135.0,135.0,135.0,135.0,135.0,,135.0,135.0,145.0,145.0,145.0,,,,,,,,,,,,,,,,,,195.0,,,,,165.0,,,,,,165.0,145.0
43,106.0,106.0,106.0,,106.0,106.0,106.0,106.0,111.0,111.0,111.0,111.0,118.0,118.0,118.0,118.0,118.0,120.0,120.0,141.0,120.0,110.0,131.0,153.0,153.0,153.0,153.0,153.0,156.0,185.0,,131.0,170.0,170.0,170.0,185.0,185.0,170.0,176.0,162.0,176.0,177.0,194.0,178.0,178.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,182.0,177.0,182.0,177.0,177.0,208.0
44,,,,,,,,,,,,,,,,,,,,,,,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,98.0,,,,,,98.0,98.0,89.0,89.0,99.0,99.0,99.0,99.0,99.0
46,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,82.0,82.0,95.0,82.0,137.0,137.0,137.0,137.0,,,,137.0,137.0,,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,121.0,121.0,100.0
47,319.0,319.0,319.0,319.0,319.0,319.0,319.0,234.0,234.0,234.0,183.0,183.0,183.0,183.0,234.0,234.0,234.0,234.0,234.0,275.0,234.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,220.0,276.0,223.0,,223.0,,223.0,242.0,242.0,223.0,242.0,262.0,285.0,259.0,285.0,262.0,285.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,359.0,359.0,371.0,405.0,418.0,405.0,296.0,205.0
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.0,,168.0,168.0,168.0,175.0,175.0,168.0,175.0,168.0,175.0,203.0,216.0,207.0,207.0,203.0,203.0,203.0,,203.0,203.0,216.0,208.0,208.0,201.0,201.0,201.0,208.0,208.0,215.0,215.0,201.0,180.0,169.0,185.0,,
49,,,,,,,,,,,,,,,,,,114.0,114.0,125.0,114.0,115.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,,,,190.0,161.0
53,,,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,,96.0,96.0,107.0,96.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,107.0,107.0,,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,113.0,113.0,113.0
