hotelid,360,350,340,330,320,310,300,290,270,260,240,230,220,210,200,190,180,170,160,150,140,120,110,100,90,80,76,72,70,64,56,50,46,44,42,40,38,36,34,32,30,28,27,26,25,24,23,22,21,20,19,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0
35,263.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,110.0,101.0,101.0,92.0,101.0,101.0,,,119.0,119.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,97.0,74.0,105.0,74.0,74.0,105.0,105.0,105.0,105.0,105.0,97.0,97.0,93.0,93.0,93.0,93.0,93.0,93.0,71.0,101.0,119.0,119.0,119.0,119.0,119.0,114.0,104.0
37,72.0,72.0,72.0,72.0,72.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,100.0,100.0,100.0,100.0,100.0
38,152.0,152.0,152.0,152.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,111.0,111.0,111.0,111.0,111.0,111.0,,111.0,85.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,120.0,120.0,120.0,120.0,120.0,120.0,137.0,,137.0,152.0,152.0,
39,110.0,135.0,135.0,135.0,110.0,,135.0,135.0,135.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,93.0,93.0,93.0,93.0,110.0,110.0,110.0,110.0,90.0,110.0,110.0,110.0,110.0,110.0,110.0,,110.0,110.0,93.0,93.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,,143.0,,159.0,159.0,159.0
40,108.0,138.0,138.0,138.0,138.0,138.0,122.0,122.0,101.0,94.0,94.0,101.0,100.0,87.0,100.0,100.0,100.0,103.0,103.0,103.0,92.0,108.0,99.0,108.0,87.0,83.0,77.0,88.0,88.0,88.0,88.0,89.0,87.0,89.0,87.0,87.0,,87.0,72.0,72.0,72.0,72.0,79.0,72.0,65.0,65.0,65.0,65.0,65.0,73.0,73.0,73.0,81.0,81.0,89.0,81.0,81.0,81.0,81.0,89.0,81.0,99.0,,106.0,96.0,79.0,,69.0
41,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,102.0,98.0,102.0,93.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,74.0,102.0,112.0,112.0,,102.0,102.0,102.0,102.0,74.0,112.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,55.0,55.0,83.0,,,83.0,,83.0,83.0,,
42,125.0,125.0,125.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,125.0,125.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,135.0,135.0,145.0,155.0,175.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,185.0,155.0,,155.0,155.0,155.0,155.0,155.0,145.0,145.0,145.0,145.0,155.0,155.0,155.0,155.0,185.0,185.0,155.0,,155.0,,155.0,155.0,155.0,155.0,,145.0,185.0,,,195.0,,
43,106.0,106.0,106.0,106.0,106.0,106.0,111.0,111.0,111.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.0,166.0,,151.0,151.0,
44,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,71.0,,,71.0,71.0,80.0,80.0,80.0,80.0,80.0,80.0,,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,,71.0,79.0,79.0,79.0,74.0,74.0
46,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,72.0,72.0,84.0,74.0,74.0,84.0,84.0,84.0,84.0,99.0,89.0,,,,,,
47,319.0,319.0,319.0,319.0,319.0,191.0,191.0,191.0,183.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,145.0,157.0,143.0,157.0,145.0,145.0,145.0,145.0,145.0,148.0,143.0,157.0,135.0,135.0,149.0,135.0,141.0,141.0,141.0,141.0,155.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,155.0,141.0,141.0,141.0,141.0,155.0,141.0,178.0,,240.0,,218.0,159.0,
48,,,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,71.0,68.0,71.0,62.0,68.0,,66.0,66.0,66.0,66.0,60.0,60.0,64.0,60.0,60.0,64.0,64.0,64.0,58.0,58.0,60.0,64.0,60.0,60.0,60.0,58.0,60.0,60.0,54.0,58.0,57.0,57.0,63.0,67.0,63.0,61.0,63.0,61.0,67.0,65.0,,61.0,71.0,71.0,71.0,,121.0
49,,,,,,,,,,,,,,,,93.0,93.0,93.0,93.0,93.0,93.0,93.0,86.0,93.0,85.0,93.0,86.0,,,86.0,86.0,88.0,85.0,93.0,85.0,85.0,93.0,93.0,97.0,97.0,97.0,97.0,79.0,79.0,79.0,79.0,79.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,93.0,85.0,85.0,85.0,85.0,83.0,75.0,78.0,78.0,83.0,,75.0,75.0,75.0
53,85.0,85.0,85.0,85.0,85.0,,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,78.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,,85.0,85.0,85.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,100.0,100.0,100.0
55,,,,,,,,,,,97.0,93.0,97.0,97.0,97.0,97.0,114.0,125.0,125.0,125.0,114.0,103.0,95.0,103.0,94.0,103.0,95.0,95.0,,95.0,95.0,117.0,114.0,125.0,142.0,142.0,156.0,142.0,133.0,133.0,133.0,133.0,146.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,128.0,141.0,128.0,128.0,128.0,142.0,188.0,171.0,167.0,,135.0,123.0,123.0,177.0,135.0
