hotelid,360,350,340,330,320,310,300,290,280,270,260,240,230,220,210,200,190,180,170,160,150,130,120,110,100,90,80,76,72,68,56,54,52,50,48,42,32,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,6,5,4,3,2,1,0
35,263.0,263.0,263.0,97.0,97.0,97.0,97.0,97.0,97.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,129.0,129.0,110.0,109.0,109.0,109.0,109.0,117.0,137.0,115.0,127.0,127.0,127.0,127.0,149.0,149.0,134.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,131.0,131.0,,131.0,131.0,131.0,156.0,156.0,131.0,156.0,156.0,131.0,131.0,131.0,154.0,288.0,,,,,
37,72.0,72.0,80.0,72.0,72.0,72.0,72.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,151.0,151.0,151.0,151.0,151.0,,,,
38,132.0,132.0,132.0,132.0,132.0,132.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,132.0,132.0,120.0,120.0,120.0,111.0,111.0,111.0,122.0,111.0,111.0,111.0,111.0,111.0,111.0,183.0,183.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,137.0,152.0,152.0,172.0
39,110.0,93.0,93.0,110.0,110.0,93.0,93.0,93.0,110.0,110.0,110.0,135.0,135.0,135.0,135.0,135.0,110.0,110.0,110.0,129.0,109.0,110.0,110.0,110.0,110.0,110.0,110.0,129.0,110.0,110.0,93.0,93.0,110.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,110.0,110.0,110.0,110.0,,110.0,110.0,110.0,110.0,110.0,129.0,116.0,116.0,116.0,,143.0,143.0,143.0,143.0,163.0,143.0,159.0,,159.0
40,,113.0,110.0,138.0,138.0,138.0,138.0,138.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,116.0,116.0,116.0,116.0,145.0,135.0,108.0,99.0,99.0,112.0,99.0,110.0,124.0,98.0,111.0,96.0,119.0,123.0,133.0,123.0,141.0,143.0,141.0,144.0,143.0,173.0,171.0,184.0,184.0,132.0,,,171.0,171.0,206.0,207.0,188.0,188.0,188.0,188.0,188.0,206.0,199.0,173.0,119.0,191.0,165.0,150.0,132.0,132.0
41,50.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,124.0,124.0,130.0,134.0,134.0,134.0,134.0,134.0,149.0,127.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,112.0,112.0,112.0,,,,,
42,108.0,108.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,,135.0,135.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,116.0,125.0,125.0,125.0,125.0,125.0,135.0,116.0,,135.0
43,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,208.0,234.0,234.0,234.0,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,80.0,80.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,89.0,89.0
